customer_id,name,preferred_branch,preferred_city,customer_category,acquisition_channel,loyalty_member,accepts_promotions,loyalty_points,satisfaction_score,nps_score,recency_days,frequency,monetary,segment_id,persona
CLI-01117,Fernando Ortiz,Cancún,Cancún,Frecuente,Ubicación,0.0,1.0,0.0,3,5,77,7,1273.02,2,Ocasionales Sensibles a Promoción
CLI-01118,Miguel García,Tijuana,Tijuana,VIP,Redes Sociales,1.0,1.0,344.0,5,8,59,15,3445.35,0,Leales Premium
CLI-01119,Ricardo Díaz,Monterrey,Monterrey,Regular,Redes Sociales,0.0,0.0,0.0,5,9,81,5,1630.1,1,Ocasionales Sensibles a Promoción
CLI-01120,José Hernández,Tijuana,Tijuana,Frecuente,Redes Sociales,0.0,1.0,0.0,5,8,13,6,1654.56,1,Ocasionales Sensibles a Promoción
CLI-01121,Sandra Reyes,Ciudad de México Centro,Ciudad de México,Frecuente,Recomendación,0.0,1.0,0.0,5,7,16,9,2330.1,1,Ocasionales Sensibles a Promoción
CLI-01122,Patricia Ortiz,Guadalajara,Guadalajara,Frecuente,Redes Sociales,0.0,1.0,0.0,4,7,58,8,2787.04,1,Ocasionales Sensibles a Promoción
CLI-01123,Eduardo Torres,Guadalajara,Guadalajara,VIP,Ubicación,1.0,0.0,749.0,5,7,25,20,7496.6,0,Leales Premium
CLI-01124,José García,Ciudad de México Sur,Ciudad de México,Regular,Ubicación,0.0,0.0,0.0,3,7,18,3,960.51,2,Ocasionales Sensibles a Promoción
CLI-01125,Carlos Pérez,Puebla,Puebla,VIP,Recomendación,1.0,0.0,547.0,5,9,6,20,5472.4,0,Leales Premium
CLI-01126,Mónica Reyes,Ciudad de México Sur,Ciudad de México,Frecuente,Ubicación,0.0,1.0,0.0,5,10,86,10,1769.6,1,Ocasionales Sensibles a Promoción
CLI-01127,Claudia Díaz,Cancún,Cancún,Frecuente,Google,0.0,1.0,0.0,4,7,37,7,651.91,1,Ocasionales Sensibles a Promoción
CLI-01128,Ricardo Cruz,Monterrey,Monterrey,Regular,Redes Sociales,0.0,0.0,0.0,3,7,2,5,1265.5,2,Ocasionales Sensibles a Promoción
CLI-01129,Carlos Hernández,Puebla,Puebla,Regular,Redes Sociales,0.0,0.0,0.0,5,8,46,3,563.79,1,Ocasionales Sensibles a Promoción
CLI-01130,Diana Pérez,Guadalajara,Guadalajara,Regular,Recomendación,0.0,1.0,0.0,4,9,9,3,998.4,1,Ocasionales Sensibles a Promoción
CLI-01131,Diana García,Querétaro,Querétaro,Regular,Publicidad,0.0,1.0,0.0,4,10,31,5,400.0,1,Ocasionales Sensibles a Promoción
CLI-01132,Ana Flores,León,León,Ocasional,Recomendación,0.0,1.0,0.0,5,7,4,2,635.36,1,Ocasionales Sensibles a Promoción
CLI-01133,Ricardo González,Ciudad de México Centro,Ciudad de México,Frecuente,Recomendación,0.0,1.0,0.0,4,9,51,9,3311.19,1,Ocasionales Sensibles a Promoción
CLI-01134,Miguel Ramírez,Querétaro,Querétaro,Frecuente,Recomendación,0.0,1.0,0.0,4,8,26,10,2498.3,1,Ocasionales Sensibles a Promoción
CLI-01135,Eduardo Cruz,Querétaro,Querétaro,Frecuente,Recomendación,0.0,1.0,0.0,4,7,23,8,1805.44,1,Ocasionales Sensibles a Promoción
CLI-01136,Ricardo Morales,Puebla,Puebla,Frecuente,Google,0.0,0.0,0.0,5,10,52,7,1229.55,1,Ocasionales Sensibles a Promoción
CLI-01137,Patricia González,Monterrey,Monterrey,Frecuente,Ubicación,1.0,1.0,187.0,3,6,84,7,1870.4,2,Ocasionales Sensibles a Promoción
CLI-01138,Carlos Cruz,Cancún,Cancún,VIP,Ubicación,1.0,0.0,299.0,5,8,75,22,2993.76,0,Leales Premium
CLI-01139,Mónica González,Ciudad de México Centro,Ciudad de México,Frecuente,Redes Sociales,1.0,0.0,123.0,5,10,69,6,1238.64,1,Ocasionales Sensibles a Promoción
CLI-01140,Juan Torres,Cancún,Cancún,Ocasional,Recomendación,0.0,1.0,0.0,5,7,75,1,299.13,1,Ocasionales Sensibles a Promoción
CLI-01141,Fernando Ramírez,Guadalajara,Guadalajara,VIP,Ubicación,1.0,0.0,469.0,4,8,83,20,4699.8,0,Leales Premium
CLI-01142,Miguel Sánchez,Cancún,Cancún,Frecuente,Redes Sociales,0.0,0.0,0.0,4,8,76,11,1855.15,1,Ocasionales Sensibles a Promoción
CLI-01143,Juan Rodríguez,Ciudad de México Centro,Ciudad de México,VIP,Ubicación,1.0,1.0,414.0,4,8,76,23,4140.0,0,Leales Premium
CLI-01144,Alejandro Cruz,Ciudad de México Centro,Ciudad de México,VIP,Recomendación,1.0,1.0,504.0,5,8,22,14,5040.98,0,Leales Premium
CLI-01145,Roberto Martínez,León,León,Regular,Recomendación,0.0,1.0,0.0,4,8,6,3,660.12,1,Ocasionales Sensibles a Promoción
CLI-01146,Roberto Sánchez,Cancún,Cancún,Frecuente,Ubicación,0.0,1.0,0.0,5,10,53,7,1489.67,1,Ocasionales Sensibles a Promoción
CLI-01147,María Cruz,Ciudad de México Sur,Ciudad de México,Regular,Redes Sociales,0.0,1.0,0.0,4,10,81,3,815.55,1,Ocasionales Sensibles a Promoción
CLI-01148,Claudia Torres,Puebla,Puebla,Frecuente,Ubicación,0.0,0.0,0.0,5,7,28,8,1145.52,1,Ocasionales Sensibles a Promoción
CLI-01149,Juan Rodríguez,Tijuana,Tijuana,Regular,Recomendación,0.0,1.0,0.0,3,6,78,4,569.52,2,Ocasionales Sensibles a Promoción
CLI-01150,Miguel Reyes,Puebla,Puebla,Regular,Recomendación,0.0,0.0,0.0,4,7,74,3,1137.93,1,Ocasionales Sensibles a Promoción
CLI-01151,Carlos Díaz,Mérida,Mérida,Frecuente,Redes Sociales,0.0,1.0,0.0,3,7,3,7,2060.87,2,Ocasionales Sensibles a Promoción
CLI-01152,Mónica Díaz,Ciudad de México Sur,Ciudad de México,Frecuente,Redes Sociales,0.0,0.0,0.0,4,8,50,9,1357.47,1,Ocasionales Sensibles a Promoción
CLI-01153,Sandra Pérez,Monterrey,Monterrey,Frecuente,Ubicación,0.0,1.0,0.0,5,9,85,7,1404.69,1,Ocasionales Sensibles a Promoción
CLI-01154,Ricardo Hernández,Cancún,Cancún,Regular,Recomendación,0.0,1.0,0.0,4,10,23,3,904.62,1,Ocasionales Sensibles a Promoción
CLI-01155,Alejandro Cruz,Tijuana,Tijuana,Ocasional,Recomendación,0.0,1.0,0.0,4,10,57,1,175.61,1,Ocasionales Sensibles a Promoción
CLI-01156,Ricardo Flores,Tijuana,Tijuana,VIP,Recomendación,1.0,1.0,364.0,5,10,0,24,3648.0,0,Leales Premium
CLI-01157,Luis Sánchez,León,León,Frecuente,Ubicación,0.0,1.0,0.0,4,9,41,9,1837.71,1,Ocasionales Sensibles a Promoción
CLI-01158,Mónica Reyes,Querétaro,Querétaro,VIP,Recomendación,1.0,1.0,537.0,5,7,37,24,5378.88,0,Leales Premium
CLI-01159,Miguel Ortiz,Tijuana,Tijuana,Ocasional,Ubicación,0.0,1.0,0.0,5,9,9,1,271.27,1,Ocasionales Sensibles a Promoción
CLI-01160,Alejandro López,Cancún,Cancún,Frecuente,Redes Sociales,0.0,1.0,0.0,5,8,74,6,1657.74,1,Ocasionales Sensibles a Promoción
CLI-01161,Carlos Rivera,Querétaro,Querétaro,Ocasional,Ubicación,0.0,1.0,0.0,4,7,56,2,294.4,1,Ocasionales Sensibles a Promoción
CLI-01162,Gabriela Cruz,Ciudad de México Centro,Ciudad de México,Frecuente,Google,0.0,1.0,0.0,4,8,0,11,2233.99,1,Ocasionales Sensibles a Promoción
CLI-01163,Diana Hernández,Mérida,Mérida,Frecuente,Publicidad,0.0,0.0,0.0,5,10,81,9,3239.28,1,Ocasionales Sensibles a Promoción
CLI-01164,Patricia García,León,León,Regular,Recomendación,0.0,1.0,0.0,5,8,13,4,677.6,1,Ocasionales Sensibles a Promoción
CLI-01165,María Martínez,Cancún,Cancún,Frecuente,Redes Sociales,0.0,1.0,0.0,4,8,35,11,2712.16,1,Ocasionales Sensibles a Promoción
CLI-01166,María Gómez,León,León,Frecuente,Publicidad,0.0,0.0,0.0,5,8,20,6,1208.82,1,Ocasionales Sensibles a Promoción
CLI-01167,Verónica Pérez,Tijuana,Tijuana,Ocasional,Ubicación,0.0,0.0,0.0,4,7,5,1,233.14,1,Ocasionales Sensibles a Promoción
CLI-01168,Mónica Pérez,Guadalajara,Guadalajara,VIP,Google,1.0,1.0,409.0,5,10,83,13,4099.68,0,Leales Premium
CLI-01169,Luis Reyes,Mérida,Mérida,Frecuente,Ubicación,0.0,1.0,0.0,1,3,89,11,2114.31,2,Ocasionales Sensibles a Promoción
CLI-01170,Juan Ramírez,León,León,Frecuente,Publicidad,0.0,1.0,0.0,5,9,63,6,1711.68,1,Ocasionales Sensibles a Promoción
CLI-01171,Ricardo Ortiz,Monterrey,Monterrey,Frecuente,Redes Sociales,0.0,1.0,0.0,4,8,47,6,1915.38,1,Ocasionales Sensibles a Promoción
CLI-01172,Juan Ramírez,Cancún,Cancún,Frecuente,Google,0.0,0.0,0.0,4,9,53,9,1269.27,1,Ocasionales Sensibles a Promoción
CLI-01173,Eduardo Pérez,Puebla,Puebla,Frecuente,Publicidad,0.0,0.0,0.0,4,8,71,9,2560.23,1,Ocasionales Sensibles a Promoción
CLI-01174,Claudia Ortiz,Guadalajara,Guadalajara,Frecuente,Google,0.0,0.0,0.0,4,10,55,7,923.65,1,Ocasionales Sensibles a Promoción
CLI-01175,Eduardo Flores,Ciudad de México Centro,Ciudad de México,VIP,Redes Sociales,1.0,1.0,446.0,5,10,67,19,4461.96,0,Leales Premium
CLI-01176,Eduardo Torres,Cancún,Cancún,VIP,Redes Sociales,1.0,1.0,548.0,3,7,84,24,5481.36,0,Leales Premium
CLI-01177,Patricia Díaz,Querétaro,Querétaro,Frecuente,Ubicación,0.0,1.0,0.0,4,9,3,9,1973.52,1,Ocasionales Sensibles a Promoción
CLI-01178,José Rivera,Ciudad de México Centro,Ciudad de México,Frecuente,Recomendación,0.0,1.0,0.0,4,10,34,10,2602.7,1,Ocasionales Sensibles a Promoción
CLI-01179,María Rodríguez,Puebla,Puebla,Regular,Ubicación,0.0,0.0,0.0,3,5,72,3,959.61,2,Ocasionales Sensibles a Promoción
CLI-01180,Alejandro Sánchez,Mérida,Mérida,Regular,Redes Sociales,0.0,0.0,0.0,5,9,34,3,421.5,1,Ocasionales Sensibles a Promoción
CLI-01181,María Sánchez,Ciudad de México Centro,Ciudad de México,Ocasional,Publicidad,0.0,0.0,0.0,3,7,42,2,468.56,2,Ocasionales Sensibles a Promoción
CLI-01182,Ana Rivera,Guadalajara,Guadalajara,Frecuente,Recomendación,1.0,0.0,155.0,4,8,2,5,1551.9,1,Ocasionales Sensibles a Promoción
CLI-01183,Ana Torres,Monterrey,Monterrey,Frecuente,Publicidad,1.0,0.0,114.0,4,9,76,7,1143.24,1,Ocasionales Sensibles a Promoción
CLI-01184,Patricia Sánchez,León,León,Frecuente,Redes Sociales,0.0,1.0,0.0,5,7,12,6,701.22,1,Ocasionales Sensibles a Promoción
CLI-01185,Claudia García,Guadalajara,Guadalajara,VIP,Recomendación,1.0,1.0,199.0,4,9,58,17,1992.74,0,Leales Premium
CLI-01186,Verónica Gómez,Querétaro,Querétaro,Ocasional,Recomendación,0.0,1.0,0.0,4,10,46,2,299.0,1,Ocasionales Sensibles a Promoción
CLI-01187,Miguel Ortiz,Querétaro,Querétaro,Frecuente,Google,0.0,1.0,0.0,4,9,10,6,2224.8,1,Ocasionales Sensibles a Promoción
CLI-01188,Verónica Rodríguez,Ciudad de México Sur,Ciudad de México,Frecuente,Google,0.0,1.0,0.0,5,7,12,10,2710.4,1,Ocasionales Sensibles a Promoción
CLI-01189,Gabriela Rivera,Querétaro,Querétaro,Frecuente,Recomendación,0.0,0.0,0.0,4,7,89,11,3004.76,1,Ocasionales Sensibles a Promoción
CLI-01190,Verónica González,Tijuana,Tijuana,Ocasional,Publicidad,0.0,1.0,0.0,5,8,25,2,649.26,1,Ocasionales Sensibles a Promoción
CLI-01191,Ricardo López,Guadalajara,Guadalajara,Ocasional,Redes Sociales,0.0,0.0,0.0,4,10,47,2,811.66,1,Ocasionales Sensibles a Promoción
CLI-01192,Laura Díaz,Ciudad de México Sur,Ciudad de México,Frecuente,Publicidad,1.0,1.0,255.0,4,9,65,10,2555.9,0,Leales Premium
CLI-01193,Eduardo Reyes,Ciudad de México Centro,Ciudad de México,Frecuente,Recomendación,0.0,1.0,0.0,5,8,54,10,2307.1,1,Ocasionales Sensibles a Promoción
CLI-01194,Verónica Sánchez,Monterrey,Monterrey,VIP,Publicidad,1.0,0.0,684.0,4,10,9,24,6846.96,0,Leales Premium
CLI-01195,José Torres,Querétaro,Querétaro,Frecuente,Redes Sociales,0.0,0.0,0.0,5,8,18,10,1630.5,1,Ocasionales Sensibles a Promoción
CLI-01196,Verónica Reyes,Ciudad de México Sur,Ciudad de México,Frecuente,Publicidad,1.0,1.0,395.0,4,7,29,10,3950.8,0,Leales Premium
CLI-01197,Claudia Martínez,Guadalajara,Guadalajara,Ocasional,Redes Sociales,0.0,1.0,0.0,1,2,77,1,301.63,2,Ocasionales Sensibles a Promoción
CLI-01198,Claudia Rodríguez,Guadalajara,Guadalajara,Frecuente,Recomendación,0.0,1.0,0.0,4,8,13,9,1541.52,1,Ocasionales Sensibles a Promoción
CLI-01199,Mónica Rivera,Mérida,Mérida,Frecuente,Ubicación,0.0,1.0,0.0,5,7,77,7,2984.87,1,Ocasionales Sensibles a Promoción
CLI-01200,Fernando Torres,Puebla,Puebla,Frecuente,Redes Sociales,0.0,1.0,0.0,5,8,10,11,2959.77,1,Ocasionales Sensibles a Promoción
CLI-01201,Patricia Díaz,Querétaro,Querétaro,Regular,Ubicación,0.0,0.0,0.0,4,8,87,4,873.2,1,Ocasionales Sensibles a Promoción
CLI-01202,Luis Morales,Ciudad de México Sur,Ciudad de México,Frecuente,Redes Sociales,0.0,0.0,0.0,4,7,18,6,1456.14,1,Ocasionales Sensibles a Promoción
CLI-01203,Alejandro González,Querétaro,Querétaro,Ocasional,Publicidad,0.0,1.0,0.0,2,5,20,2,350.16,2,Ocasionales Sensibles a Promoción
CLI-01204,Verónica González,Ciudad de México Sur,Ciudad de México,Ocasional,Publicidad,0.0,1.0,0.0,4,8,29,1,174.32,1,Ocasionales Sensibles a Promoción
CLI-01205,Luis Ortiz,León,León,Frecuente,Ubicación,1.0,1.0,253.0,5,10,27,7,2534.35,1,Ocasionales Sensibles a Promoción
CLI-01206,Mónica López,Querétaro,Querétaro,Regular,Redes Sociales,0.0,1.0,0.0,4,10,87,3,802.74,1,Ocasionales Sensibles a Promoción
CLI-01207,Alejandro Torres,León,León,Frecuente,Recomendación,0.0,1.0,0.0,5,7,25,10,2290.2,1,Ocasionales Sensibles a Promoción
CLI-01208,Fernando Rodríguez,Guadalajara,Guadalajara,Frecuente,Redes Sociales,1.0,1.0,79.0,5,8,48,5,796.8,1,Ocasionales Sensibles a Promoción
CLI-01209,Sandra Rodríguez,Puebla,Puebla,Frecuente,Recomendación,0.0,1.0,0.0,4,9,21,11,880.0,1,Ocasionales Sensibles a Promoción
CLI-01210,Alejandro Gómez,Ciudad de México Centro,Ciudad de México,VIP,Recomendación,1.0,1.0,269.0,3,6,26,13,2694.12,0,Leales Premium
CLI-01211,Alejandro Rivera,Ciudad de México Sur,Ciudad de México,VIP,Redes Sociales,1.0,1.0,671.0,4,7,54,22,6713.52,0,Leales Premium
CLI-01212,Patricia Ortiz,Mérida,Mérida,Regular,Recomendación,0.0,1.0,0.0,4,7,40,3,1142.67,1,Ocasionales Sensibles a Promoción
CLI-01213,Roberto Gómez,Tijuana,Tijuana,VIP,Ubicación,1.0,1.0,530.0,4,7,0,14,5303.76,0,Leales Premium
CLI-01214,Sandra Hernández,Monterrey,Monterrey,Regular,Recomendación,0.0,0.0,0.0,4,7,25,3,945.3,1,Ocasionales Sensibles a Promoción
CLI-01215,Ricardo Cruz,Cancún,Cancún,VIP,Recomendación,1.0,1.0,268.0,3,7,30,12,2682.72,0,Leales Premium
CLI-01216,Juan Morales,Cancún,Cancún,Frecuente,Publicidad,0.0,1.0,0.0,5,9,65,10,3030.5,1,Ocasionales Sensibles a Promoción
CLI-01217,Verónica Morales,Ciudad de México Centro,Ciudad de México,Frecuente,Redes Sociales,1.0,0.0,145.0,4,9,10,5,1454.25,1,Ocasionales Sensibles a Promoción
CLI-01218,Ana Rodríguez,Ciudad de México Centro,Ciudad de México,Frecuente,Google,0.0,1.0,0.0,5,9,30,8,2157.36,1,Ocasionales Sensibles a Promoción
CLI-01219,María Ortiz,Querétaro,Querétaro,Ocasional,Ubicación,0.0,1.0,0.0,3,5,58,2,534.1,2,Ocasionales Sensibles a Promoción
CLI-01220,Juan López,León,León,Ocasional,Ubicación,0.0,1.0,0.0,5,9,82,2,485.98,1,Ocasionales Sensibles a Promoción
CLI-01221,Claudia Díaz,Guadalajara,Guadalajara,Frecuente,Google,0.0,0.0,0.0,5,10,43,10,2620.5,1,Ocasionales Sensibles a Promoción
CLI-01222,Diana Hernández,Mérida,Mérida,Ocasional,Recomendación,0.0,0.0,0.0,4,7,57,2,388.4,1,Ocasionales Sensibles a Promoción
CLI-01223,Eduardo Cruz,Guadalajara,Guadalajara,Frecuente,Redes Sociales,0.0,1.0,0.0,5,10,45,7,2102.31,1,Ocasionales Sensibles a Promoción
CLI-01224,Ricardo Gómez,Mérida,Mérida,Frecuente,Recomendación,0.0,1.0,0.0,1,3,47,9,2647.17,2,Ocasionales Sensibles a Promoción
CLI-01225,Alejandro López,Tijuana,Tijuana,VIP,Recomendación,1.0,1.0,577.0,3,7,21,20,5779.2,0,Leales Premium
CLI-01226,Gabriela Gómez,Puebla,Puebla,Regular,Publicidad,0.0,1.0,0.0,5,10,22,5,1287.0,1,Ocasionales Sensibles a Promoción
CLI-01227,Miguel García,Ciudad de México Sur,Ciudad de México,Frecuente,Google,1.0,1.0,216.0,3,7,12,7,2162.93,2,Ocasionales Sensibles a Promoción
CLI-01228,Ana Rivera,Tijuana,Tijuana,VIP,Recomendación,1.0,0.0,243.0,3,7,50,12,2436.0,0,Leales Premium
CLI-01229,Miguel Díaz,Ciudad de México Centro,Ciudad de México,VIP,Publicidad,1.0,1.0,214.0,4,10,48,13,2149.68,0,Leales Premium
CLI-01230,Mónica García,Tijuana,Tijuana,VIP,Publicidad,1.0,1.0,454.0,4,9,3,22,4542.56,0,Leales Premium
CLI-01231,Mónica Sánchez,Monterrey,Monterrey,Ocasional,Ubicación,0.0,0.0,0.0,5,8,23,2,458.58,1,Ocasionales Sensibles a Promoción
CLI-01232,Diana López,Guadalajara,Guadalajara,Frecuente,Redes Sociales,0.0,1.0,0.0,2,5,42,8,1952.64,2,Ocasionales Sensibles a Promoción
CLI-01233,Juan Rodríguez,Ciudad de México Centro,Ciudad de México,Frecuente,Redes Sociales,0.0,1.0,0.0,4,7,12,7,1106.63,1,Ocasionales Sensibles a Promoción
CLI-01234,Laura González,Puebla,Puebla,Frecuente,Recomendación,0.0,1.0,0.0,3,5,24,8,2320.88,2,Ocasionales Sensibles a Promoción
CLI-01235,Ana Reyes,Cancún,Cancún,Frecuente,Publicidad,0.0,1.0,0.0,3,7,42,11,2071.3,2,Ocasionales Sensibles a Promoción
CLI-01236,Diana Cruz,León,León,Frecuente,Recomendación,0.0,1.0,0.0,5,10,78,8,2720.48,1,Ocasionales Sensibles a Promoción
CLI-01237,José Flores,Guadalajara,Guadalajara,Frecuente,Redes Sociales,1.0,1.0,224.0,4,9,14,8,2245.28,1,Ocasionales Sensibles a Promoción
CLI-01238,Verónica Flores,Querétaro,Querétaro,Frecuente,Recomendación,0.0,0.0,0.0,5,7,79,9,2796.03,1,Ocasionales Sensibles a Promoción
CLI-01239,María Díaz,Monterrey,Monterrey,VIP,Publicidad,1.0,1.0,628.0,4,10,12,15,6283.2,0,Leales Premium
CLI-01240,Ana Hernández,Querétaro,Querétaro,Frecuente,Recomendación,0.0,1.0,0.0,4,7,53,6,1293.84,1,Ocasionales Sensibles a Promoción
CLI-01241,Gabriela Díaz,Tijuana,Tijuana,VIP,Publicidad,1.0,1.0,670.0,5,8,73,21,6701.52,0,Leales Premium
CLI-01242,Luis Rodríguez,Guadalajara,Guadalajara,Ocasional,Google,0.0,1.0,0.0,4,7,82,1,80.0,1,Ocasionales Sensibles a Promoción
CLI-01243,Verónica Morales,Guadalajara,Guadalajara,Ocasional,Recomendación,0.0,1.0,0.0,4,8,88,2,472.34,1,Ocasionales Sensibles a Promoción
CLI-01244,Ana Sánchez,León,León,VIP,Recomendación,1.0,0.0,486.0,5,7,74,21,4861.29,0,Leales Premium
CLI-01245,José Torres,Ciudad de México Centro,Ciudad de México,Regular,Ubicación,0.0,0.0,0.0,5,9,20,4,821.8,1,Ocasionales Sensibles a Promoción
CLI-01246,Claudia Cruz,Tijuana,Tijuana,Regular,Recomendación,0.0,1.0,0.0,5,7,30,4,721.88,1,Ocasionales Sensibles a Promoción
CLI-01247,Roberto Pérez,Guadalajara,Guadalajara,Regular,Ubicación,0.0,0.0,0.0,4,10,13,3,641.25,1,Ocasionales Sensibles a Promoción
CLI-01248,Juan Hernández,Ciudad de México Sur,Ciudad de México,Frecuente,Recomendación,0.0,0.0,0.0,4,8,53,11,2805.55,1,Ocasionales Sensibles a Promoción
CLI-01249,Ana Hernández,Cancún,Cancún,Ocasional,Redes Sociales,0.0,1.0,0.0,4,8,50,1,140.92,1,Ocasionales Sensibles a Promoción
CLI-01250,Roberto Rivera,Monterrey,Monterrey,VIP,Google,1.0,1.0,501.0,4,7,29,22,5011.6,0,Leales Premium
CLI-01251,Miguel Rodríguez,Ciudad de México Centro,Ciudad de México,Frecuente,Publicidad,0.0,0.0,0.0,5,9,66,8,2756.4,1,Ocasionales Sensibles a Promoción
CLI-01252,Diana Rodríguez,Cancún,Cancún,Frecuente,Recomendación,0.0,1.0,0.0,4,10,74,11,2939.64,1,Ocasionales Sensibles a Promoción
CLI-01253,Roberto Rodríguez,León,León,Frecuente,Redes Sociales,0.0,1.0,0.0,3,6,58,10,1241.2,2,Ocasionales Sensibles a Promoción
CLI-01254,Miguel Flores,Ciudad de México Sur,Ciudad de México,Frecuente,Google,0.0,0.0,0.0,5,7,8,7,2444.12,1,Ocasionales Sensibles a Promoción
CLI-01255,Miguel Morales,Cancún,Cancún,VIP,Recomendación,1.0,1.0,587.0,5,8,88,19,5874.42,0,Leales Premium
CLI-01256,Patricia Torres,Guadalajara,Guadalajara,Regular,Recomendación,0.0,1.0,0.0,3,7,21,5,400.0,2,Ocasionales Sensibles a Promoción
CLI-01257,Roberto López,Tijuana,Tijuana,Regular,Google,0.0,1.0,0.0,5,8,86,4,866.84,1,Ocasionales Sensibles a Promoción
CLI-01258,Patricia Díaz,Ciudad de México Centro,Ciudad de México,Ocasional,Google,0.0,1.0,0.0,4,9,83,2,178.42,1,Ocasionales Sensibles a Promoción
CLI-01259,Laura Torres,Tijuana,Tijuana,Regular,Redes Sociales,0.0,1.0,0.0,5,7,85,5,1141.05,1,Ocasionales Sensibles a Promoción
CLI-01260,Roberto Sánchez,Querétaro,Querétaro,Ocasional,Redes Sociales,0.0,1.0,0.0,3,6,56,1,228.51,2,Ocasionales Sensibles a Promoción
CLI-01261,Juan López,Tijuana,Tijuana,Frecuente,Redes Sociales,0.0,1.0,0.0,5,9,53,7,2072.28,1,Ocasionales Sensibles a Promoción
CLI-01262,Luis Torres,Mérida,Mérida,VIP,Redes Sociales,1.0,0.0,463.0,5,7,69,16,4638.24,0,Leales Premium
CLI-01263,Alejandro Rodríguez,Guadalajara,Guadalajara,Regular,Recomendación,0.0,1.0,0.0,4,7,87,5,1812.9,1,Ocasionales Sensibles a Promoción
CLI-01264,Laura Gómez,Ciudad de México Sur,Ciudad de México,Ocasional,Publicidad,0.0,1.0,0.0,4,9,49,1,296.59,1,Ocasionales Sensibles a Promoción
CLI-01265,Laura Hernández,Guadalajara,Guadalajara,VIP,Recomendación,1.0,1.0,262.0,4,10,48,12,2623.68,0,Leales Premium
CLI-01266,Verónica Hernández,León,León,Frecuente,Recomendación,0.0,1.0,0.0,5,10,68,6,1335.36,1,Ocasionales Sensibles a Promoción
CLI-01267,Roberto Martínez,Tijuana,Tijuana,Regular,Recomendación,0.0,0.0,0.0,5,8,2,4,1120.6,1,Ocasionales Sensibles a Promoción
CLI-01268,Gabriela González,Guadalajara,Guadalajara,VIP,Google,1.0,1.0,270.0,3,7,54,14,2703.68,0,Leales Premium
CLI-01269,Miguel Ramírez,Monterrey,Monterrey,Regular,Recomendación,0.0,0.0,0.0,4,8,77,5,1492.2,1,Ocasionales Sensibles a Promoción
CLI-01270,Roberto Pérez,Ciudad de México Sur,Ciudad de México,Frecuente,Recomendación,0.0,0.0,0.0,3,6,78,9,2135.97,2,Ocasionales Sensibles a Promoción
CLI-01271,Eduardo Díaz,Querétaro,Querétaro,Regular,Recomendación,0.0,1.0,0.0,5,8,31,5,1424.4,1,Ocasionales Sensibles a Promoción
CLI-01272,Diana González,Querétaro,Querétaro,Ocasional,Publicidad,0.0,0.0,0.0,4,9,26,1,325.12,1,Ocasionales Sensibles a Promoción
CLI-01273,María Rivera,Tijuana,Tijuana,VIP,Redes Sociales,1.0,0.0,584.0,5,9,77,21,5847.45,0,Leales Premium
CLI-01274,Mónica García,Cancún,Cancún,VIP,Google,1.0,1.0,759.0,5,8,41,24,7594.8,0,Leales Premium
CLI-01275,Ana Morales,Ciudad de México Centro,Ciudad de México,Regular,Redes Sociales,0.0,1.0,0.0,5,8,70,5,2129.55,1,Ocasionales Sensibles a Promoción
CLI-01276,Luis Flores,Tijuana,Tijuana,VIP,Redes Sociales,1.0,0.0,582.0,4,9,35,21,5826.87,0,Leales Premium
CLI-01277,Diana Gómez,Tijuana,Tijuana,Frecuente,Google,0.0,1.0,0.0,4,9,75,7,1748.46,1,Ocasionales Sensibles a Promoción
CLI-01278,Verónica López,Ciudad de México Centro,Ciudad de México,Frecuente,Redes Sociales,0.0,1.0,0.0,2,3,10,7,1529.01,2,Ocasionales Sensibles a Promoción
CLI-01279,Juan Martínez,Monterrey,Monterrey,VIP,Redes Sociales,1.0,1.0,648.0,4,9,13,21,6483.96,0,Leales Premium
CLI-01280,Claudia Díaz,Querétaro,Querétaro,Ocasional,Ubicación,0.0,1.0,0.0,2,5,69,1,382.4,2,Ocasionales Sensibles a Promoción
CLI-01281,María López,Puebla,Puebla,Regular,Redes Sociales,0.0,1.0,0.0,4,8,23,5,1718.35,1,Ocasionales Sensibles a Promoción
CLI-01282,Miguel Rivera,Cancún,Cancún,Frecuente,Ubicación,0.0,1.0,0.0,4,9,2,10,1516.6,1,Ocasionales Sensibles a Promoción
CLI-01283,María Flores,Cancún,Cancún,Frecuente,Recomendación,0.0,1.0,0.0,3,6,43,10,2129.3,2,Ocasionales Sensibles a Promoción
CLI-01284,Roberto Hernández,Cancún,Cancún,Ocasional,Recomendación,0.0,0.0,0.0,5,8,75,2,288.44,1,Ocasionales Sensibles a Promoción
CLI-01285,Alejandro López,Ciudad de México Centro,Ciudad de México,Regular,Recomendación,0.0,1.0,0.0,2,2,87,3,484.23,2,Ocasionales Sensibles a Promoción
CLI-01286,Mónica Díaz,Cancún,Cancún,Regular,Publicidad,0.0,0.0,0.0,4,10,80,5,1291.6,1,Ocasionales Sensibles a Promoción
CLI-01287,Patricia Cruz,León,León,Regular,Redes Sociales,0.0,1.0,0.0,5,10,6,4,692.32,1,Ocasionales Sensibles a Promoción
